Timestamp,"1. Age
Example: 23 [Restricted to 19ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½","  2. Gender
Example: Male  ","3. Study_Hours (per day) 
Example: 3","4. Class_Attendance (%) 
Example: 85 ","5. Tuition (Private Coaching) 
Example: Yes","6. Exam_Frequency (per semester) 
Example: 4",7. Assignment_Load (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"8. Sleep_Hours (per day) 
Example: 6","9. Physical_Exercise (hours per week) 
Example: 2 ","10. Social_Media_Use (hours per day) 
Example: 3","11. Screen_Time (hours per day) 
Example: 6 ","12. Family_Income_Level 
Example: Middle",13. Peer_Pressure (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,14. Family_Support (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15. Anxiety_Level (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"16. University_Type 
Example: Public University",17. Stress_Score (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"18. Stress_Level 
Example: Moderate"
2025/10/05 11:10:00 PM GMT+6,23,Female,7,69,Yes,1,9,9,No,7,9,Medium,1,8,7,Public University,16,Medium
2025/10/05 11:46:29 PM GMT+6,22,Male,5,78,No,1,8,8,Yes,2,1,Low,5,1,2,Private University,3,Low
2025/10/06 12:22:58 AM GMT+6,21,Female,6,88,Yes,4,3,8,No,0,1,High,7,5,9,Public University,4,Low
2025/10/06 12:59:27 AM GMT+6,21,Male,5,63,Yes,4,4,5,No,1,5,Medium,6,5,1,National University,5,Low
2025/10/06 01:35:56 AM GMT+6,21,Female,2,95,No,8,3,4,No,3,8,Low,2,7,9,National University,20,Medium
2025/10/06 02:12:24 AM GMT+6,19,Female,8,48,Yes,5,5,8,Yes,3,2,Medium,6,5,7,National University,7,Low
2025/10/06 02:48:53 AM GMT+6,24,Female,0,43,No,4,8,7,Yes,1,11,Medium,9,9,5,National University,11,Medium
2025/10/06 03:25:22 AM GMT+6,24,Female,5,97,Yes,3,7,9,Yes,2,8,Medium,7,7,9,Private University,11,Medium
2025/10/06 04:01:51 AM GMT+6,24,Female,5,73,Yes,9,4,6,Yes,0,6,Medium,6,6,6,Public University,11,Medium
2025/10/06 04:38:19 AM GMT+6,23,Male,1,45,Yes,2,3,5,Yes,4,7,Medium,1,4,7,National University,12,Medium
2025/10/06 05:14:48 AM GMT+6,19,Female,4,52,No,6,9,5,Yes,2,3,Low,1,5,5,National University,13,Medium
2025/10/06 05:51:17 AM GMT+6,21,Female,1,76,No,9,4,8,No,2,6,Medium,9,7,3,Public University,9,Low
2025/10/06 06:27:46 AM GMT+6,21,Female,6,78,Yes,1,2,7,No,6,10,Low,3,4,8,National University,16,Medium
2025/10/06 07:04:15 AM GMT+6,20,Female,9,89,Yes,5,9,6,No,7,8,Low,1,3,1,Private University,21,High
2025/10/06 07:40:43 AM GMT+6,23,Female,1,77,No,7,4,9,Yes,4,10,High,9,8,2,Public University,8,Low
2025/10/06 08:17:12 AM GMT+6,20,Male,7,73,No,4,5,8,Yes,5,8,Low,7,2,9,National University,19,Medium
2025/10/06 08:53:41 AM GMT+6,23,Female,0,96,No,3,3,5,No,3,6,Medium,3,3,2,Public University,9,Low
2025/10/06 09:30:10 AM GMT+6,22,Male,0,91,Yes,2,9,8,Yes,3,11,High,1,9,3,National University,9,Low
2025/10/06 10:06:38 AM GMT+6,21,Male,2,70,Yes,9,4,5,Yes,0,5,High,5,9,8,National University,10,Low
2025/10/06 10:43:07 AM GMT+6,22,Male,3,55,No,7,8,5,No,3,3,Low,5,3,9,Public University,22,High
2025/10/06 11:19:36 AM GMT+6,22,Female,2,60,No,5,2,4,No,5,7,High,7,5,9,Private University,19,Medium
2025/10/06 11:56:05 AM GMT+6,21,Male,8,81,Yes,6,1,6,Yes,7,7,Low,7,4,7,National University,16,Medium
2025/10/06 12:32:34 PM GMT+6,22,Female,1,52,Yes,1,1,5,No,4,2,Medium,7,5,6,National University,4,Low
2025/10/06 01:09:02 PM GMT+6,21,Male,1,60,No,8,9,5,No,5,9,High,3,6,3,National University,23,High
2025/10/06 01:45:31 PM GMT+6,20,Female,3,53,No,9,2,6,No,1,5,Low,7,7,6,Public University,10,Low
2025/10/06 02:22:00 PM GMT+6,22,Female,8,68,Yes,5,1,5,No,5,10,Medium,8,1,3,Private University,18,Medium
2025/10/06 02:58:29 PM GMT+6,19,Female,8,79,No,3,4,7,No,4,11,Low,1,3,1,Public University,13,Medium
2025/10/06 03:34:57 PM GMT+6,24,Female,6,90,Yes,4,7,7,Yes,2,2,Medium,1,8,3,Private University,1,Low
2025/10/06 04:11:26 PM GMT+6,20,Male,9,45,No,9,4,9,Yes,7,8,Medium,1,8,5,Private University,14,Medium
2025/10/06 04:47:55 PM GMT+6,22,Female,2,94,No,5,8,5,No,0,9,High,3,8,6,Private University,15,Medium
2025/10/06 05:24:24 PM GMT+6,23,Male,8,50,No,4,5,5,No,0,1,Medium,3,5,3,Private University,3,Low
2025/10/06 06:00:53 PM GMT+6,24,Female,1,41,No,5,5,4,Yes,4,11,Medium,3,3,3,Private University,19,Medium
2025/10/06 06:37:21 PM GMT+6,19,Male,5,40,Yes,5,7,6,No,7,10,Low,8,1,5,Private University,27,High
2025/10/06 07:13:50 PM GMT+6,20,Female,3,75,No,2,4,7,No,7,2,Medium,7,5,9,Private University,12,Medium
2025/10/06 07:50:19 PM GMT+6,23,Female,3,64,No,7,4,8,Yes,5,8,Low,4,7,7,Public University,14,Medium
2025/10/06 08:26:48 PM GMT+6,20,Female,3,90,No,6,9,4,Yes,2,3,Low,4,9,1,Private University,6,Low
2025/10/06 09:03:16 PM GMT+6,22,Female,2,58,Yes,4,1,4,No,6,9,Medium,5,6,2,National University,12,Medium
2025/10/06 09:39:45 PM GMT+6,23,Female,0,55,Yes,8,6,6,No,2,6,Low,5,9,4,Private University,11,Medium
2025/10/06 10:16:14 PM GMT+6,20,Male,3,64,No,6,8,4,No,3,6,Medium,3,3,6,Private University,22,High
2025/10/06 10:52:43 PM GMT+6,24,Male,3,89,No,6,7,4,Yes,5,3,Low,2,4,9,National University,20,Medium
2025/10/06 11:29:12 PM GMT+6,20,Female,7,58,No,8,3,6,No,2,3,Medium,9,9,3,Private University,4,Low
2025/10/07 12:05:40 AM GMT+6,19,Male,6,91,Yes,6,6,7,Yes,7,3,Low,9,3,6,Private University,16,Medium
2025/10/07 12:42:09 AM GMT+6,22,Female,4,98,No,5,2,5,Yes,0,9,Low,6,9,9,National University,9,Low
2025/10/07 01:18:38 AM GMT+6,21,Male,6,60,No,6,2,4,No,4,5,High,7,7,7,Public University,13,Medium
2025/10/07 01:55:07 AM GMT+6,20,Male,4,66,Yes,1,4,8,Yes,4,5,Medium,3,2,6,National University,8,Low
2025/10/07 02:31:35 AM GMT+6,20,Male,2,97,Yes,2,4,8,No,4,11,High,6,8,1,Public University,6,Low
2025/10/07 03:08:04 AM GMT+6,21,Male,4,64,Yes,7,7,4,Yes,1,3,Low,6,9,8,Public University,11,Medium
2025/10/07 03:44:33 AM GMT+6,19,Male,6,76,Yes,3,7,4,No,0,11,Medium,1,2,1,Private University,16,Medium
2025/10/07 04:21:02 AM GMT+6,19,Male,5,54,Yes,3,7,9,No,1,2,Medium,9,8,6,Private University,2,Low
2025/10/07 04:57:31 AM GMT+6,24,Female,6,71,No,1,4,5,Yes,2,4,High,1,2,9,Private University,11,Medium
2025/10/07 05:33:59 AM GMT+6,19,Female,9,81,Yes,7,4,8,No,1,10,Medium,8,8,7,Private University,13,Medium
2025/10/07 06:10:28 AM GMT+6,22,Female,3,59,Yes,6,8,6,No,2,5,Medium,8,7,5,Private University,13,Medium
2025/10/07 06:46:57 AM GMT+6,21,Female,7,50,No,9,5,8,No,1,6,Low,2,6,4,Public University,11,Medium
2025/10/07 07:23:26 AM GMT+6,24,Male,5,91,Yes,4,9,5,Yes,1,2,Low,9,9,6,Public University,6,Low
2025/10/07 07:59:55 AM GMT+6,20,Female,1,57,No,9,9,8,Yes,1,11,Low,8,8,3,Private University,15,Medium
2025/10/07 08:36:23 AM GMT+6,23,Female,9,90,No,9,2,7,No,3,5,Medium,8,5,4,Public University,11,Medium
2025/10/07 09:12:52 AM GMT+6,20,Male,2,68,Yes,3,8,5,No,6,11,High,5,1,8,National University,30,High
2025/10/07 09:49:21 AM GMT+6,23,Male,5,49,No,7,6,8,No,7,7,Medium,6,7,5,National University,17,Medium
2025/10/07 10:25:50 AM GMT+6,21,Male,2,45,Yes,3,9,6,No,4,2,Low,3,1,4,Private University,15,Medium
2025/10/07 11:02:18 AM GMT+6,21,Male,9,56,Yes,6,2,7,Yes,3,4,High,8,5,4,National University,5,Low
2025/10/07 11:38:47 AM GMT+6,19,Female,7,45,No,1,1,4,No,4,3,High,1,8,7,Private University,4,Low
2025/10/07 12:15:16 PM GMT+6,19,Male,2,63,Yes,9,1,6,Yes,5,3,High,9,7,4,Private University,7,Low
2025/10/07 12:51:45 PM GMT+6,22,Male,1,44,Yes,6,4,4,No,0,4,Medium,4,4,5,National University,11,Medium
2025/10/07 01:28:14 PM GMT+6,19,Male,8,46,No,4,6,5,Yes,5,1,Low,8,3,5,Private University,11,Medium
2025/10/07 02:04:42 PM GMT+6,24,Male,4,45,Yes,4,3,8,No,3,4,High,5,6,9,Public University,9,Low
2025/10/07 02:41:11 PM GMT+6,19,Female,3,63,Yes,3,6,4,No,0,1,Medium,5,5,7,Public University,8,Low
2025/10/07 03:17:40 PM GMT+6,19,Male,1,61,No,8,7,4,Yes,1,11,Low,1,6,1,Private University,16,Medium
2025/10/07 03:54:09 PM GMT+6,23,Male,0,55,Yes,4,4,8,No,2,3,Low,9,7,9,Private University,7,Low
2025/10/07 04:30:37 PM GMT+6,19,Female,1,66,No,9,8,7,No,7,3,Medium,6,9,6,Public University,17,Medium
2025/10/07 05:07:06 PM GMT+6,24,Female,5,64,No,3,4,4,Yes,4,8,Medium,3,2,6,Private University,17,Medium
2025/10/07 05:43:35 PM GMT+6,21,Female,4,81,Yes,6,6,9,No,5,4,Medium,7,2,1,National University,11,Medium
2025/10/07 06:20:04 PM GMT+6,19,Female,0,85,No,2,8,5,Yes,4,3,Low,9,5,9,Private University,14,Medium
2025/10/07 06:56:33 PM GMT+6,19,Female,7,68,Yes,9,4,7,Yes,3,11,Medium,5,3,3,National University,18,Medium
2025/10/07 07:33:01 PM GMT+6,19,Male,0,75,Yes,7,8,5,No,6,11,Medium,2,6,3,Public University,24,High
2025/10/07 08:09:30 PM GMT+6,23,Male,0,47,Yes,4,4,6,Yes,4,9,Medium,4,3,5,National University,15,Medium
2025/10/07 08:45:59 PM GMT+6,20,Female,0,66,No,2,8,5,No,5,3,Medium,8,7,8,Private University,14,Medium
2025/10/07 09:22:28 PM GMT+6,22,Female,3,54,No,9,1,7,No,1,1,High,2,3,9,Private University,11,Medium
2025/10/07 09:58:56 PM GMT+6,20,Female,5,92,Yes,6,1,6,No,5,4,Medium,1,6,2,National University,6,Low
2025/10/07 10:35:25 PM GMT+6,21,Male,2,55,Yes,7,8,4,Yes,6,6,Medium,6,8,4,Public University,17,Medium
2025/10/07 11:11:54 PM GMT+6,24,Male,5,99,No,9,9,9,No,2,11,Low,4,5,9,National University,26,High
2025/10/07 11:48:23 PM GMT+6,19,Male,0,44,No,9,7,9,No,0,4,Medium,1,4,9,Public University,16,Medium
2025/10/08 12:24:52 AM GMT+6,24,Male,4,93,Yes,1,4,6,Yes,1,6,Low,6,3,2,Public University,3,Low
2025/10/08 01:01:20 AM GMT+6,20,Male,9,69,No,7,3,5,No,2,2,Medium,4,4,2,Public University,7,Low
2025/10/08 01:37:49 AM GMT+6,22,Male,9,80,Yes,3,8,7,Yes,3,9,Medium,7,7,6,National University,13,Medium
2025/10/08 02:14:18 AM GMT+6,24,Female,9,84,No,3,4,4,Yes,0,11,Low,8,8,7,National University,11,Medium
2025/10/08 02:50:47 AM GMT+6,20,Female,4,41,No,4,7,4,No,1,1,Medium,2,9,8,Public University,8,Low
2025/10/08 03:27:15 AM GMT+6,22,Female,0,95,No,8,3,6,No,4,4,Low,7,4,4,Public University,13,Medium
2025/10/08 04:03:44 AM GMT+6,23,Male,7,54,No,1,1,9,No,2,10,Low,3,7,1,National University,-1,Low
2025/10/08 04:40:13 AM GMT+6,23,Female,5,52,No,1,1,8,Yes,0,9,Medium,7,1,7,National University,7,Low
2025/10/08 05:16:42 AM GMT+6,23,Male,1,48,Yes,7,7,6,Yes,0,1,Low,6,4,3,National University,6,Low
2025/10/08 05:53:11 AM GMT+6,22,Female,0,66,Yes,6,9,9,Yes,3,3,Low,2,7,2,National University,5,Low
2025/10/08 06:29:39 AM GMT+6,20,Male,5,70,No,4,8,9,No,1,11,High,6,6,4,Public University,13,Medium
2025/10/08 07:06:08 AM GMT+6,21,Female,5,56,No,7,6,7,Yes,5,1,High,3,1,9,Public University,18,Medium
2025/10/08 07:42:37 AM GMT+6,19,Male,0,81,No,3,6,7,No,3,10,Low,2,8,8,National University,15,Medium
2025/10/08 08:19:06 AM GMT+6,23,Male,4,56,Yes,4,5,4,No,4,1,Low,2,3,3,Private University,10,Low
2025/10/08 08:55:34 AM GMT+6,23,Male,8,87,No,9,5,9,No,2,1,Medium,5,4,2,National University,6,Low
2025/10/08 09:32:03 AM GMT+6,19,Male,9,56,No,9,8,5,No,5,8,Low,3,2,6,National University,29,High
2025/10/08 10:08:32 AM GMT+6,23,Male,1,66,Yes,4,9,5,No,1,6,Low,3,3,4,National University,16,Medium
2025/10/08 10:45:01 AM GMT+6,22,Female,8,93,No,2,3,6,No,2,9,Low,8,2,7,National University,15,Medium
2025/10/08 11:21:30 AM GMT+6,24,Male,7,40,No,6,8,9,Yes,7,6,Low,9,3,2,Private University,15,Medium
2025/10/08 11:57:58 AM GMT+6,24,Female,1,44,Yes,1,5,6,No,0,1,Low,7,6,5,Private University,0,Low
2025/10/08 12:34:27 PM GMT+6,22,Male,0,94,No,3,1,6,Yes,6,7,Medium,5,4,4,National University,9,Low
2025/10/08 01:10:56 PM GMT+6,23,Male,8,52,No,5,5,6,No,0,9,Low,1,5,1,National University,9,Low
2025/10/08 01:47:25 PM GMT+6,24,Female,7,46,Yes,3,3,7,No,5,7,Low,1,4,6,Private University,13,Medium
2025/10/08 02:23:54 PM GMT+6,21,Female,8,71,No,9,7,4,Yes,6,7,Low,1,7,1,National University,17,Medium
2025/10/08 03:00:22 PM GMT+6,20,Male,1,83,Yes,1,8,8,No,5,2,Low,6,2,7,Public University,13,Medium
2025/10/08 03:36:51 PM GMT+6,24,Male,9,80,Yes,9,8,6,Yes,1,9,Medium,3,7,2,National University,14,Medium
2025/10/08 04:13:20 PM GMT+6,24,Male,7,63,No,4,5,5,Yes,1,2,Low,9,4,2,Private University,3,Low
2025/10/08 04:49:49 PM GMT+6,24,Male,5,94,No,5,2,6,No,5,9,Low,3,2,1,Private University,14,Medium
2025/10/08 05:26:17 PM GMT+6,24,Male,3,80,Yes,9,6,8,No,2,7,Low,9,6,9,Private University,19,Medium
2025/10/08 06:02:46 PM GMT+6,20,Female,1,55,No,8,8,7,No,1,1,Low,2,2,3,Private University,12,Medium
2025/10/08 06:39:15 PM GMT+6,20,Male,4,87,Yes,1,4,6,No,5,9,Medium,9,7,8,Private University,14,Medium
2025/10/08 07:15:44 PM GMT+6,21,Female,9,51,Yes,6,6,7,No,5,1,High,2,3,4,Public University,12,Medium
2025/10/08 07:52:13 PM GMT+6,24,Female,0,40,Yes,5,7,4,No,0,2,Low,7,1,9,National University,18,Medium
2025/10/08 08:28:41 PM GMT+6,21,Male,5,81,No,3,8,6,No,5,11,Low,2,1,1,National University,21,High
2025/10/08 09:05:10 PM GMT+6,23,Male,0,70,Yes,4,1,4,No,1,4,High,2,5,7,Public University,8,Low
2025/10/08 09:41:39 PM GMT+6,24,Male,1,50,No,2,8,8,Yes,0,8,High,9,2,3,Public University,9,Low
2025/10/08 10:18:08 PM GMT+6,21,Female,0,86,No,9,1,4,Yes,3,10,High,8,1,3,National University,19,Medium
2025/10/08 10:54:36 PM GMT+6,21,Male,7,55,No,9,1,7,Yes,2,8,Low,8,7,7,Private University,11,Medium
2025/10/08 11:31:05 PM GMT+6,19,Male,4,71,No,8,9,4,No,3,1,High,9,2,6,National University,21,High
2025/10/09 12:07:34 AM GMT+6,22,Male,9,94,No,6,1,8,Yes,1,9,Low,6,2,3,Private University,8,Low
2025/10/09 12:44:03 AM GMT+6,19,Female,3,75,No,7,6,7,No,1,6,Low,3,5,1,Private University,9,Low
2025/10/09 01:20:32 AM GMT+6,20,Female,3,77,Yes,9,8,8,No,2,7,Low,1,7,8,Private University,19,Medium
2025/10/09 01:57:00 AM GMT+6,19,Male,1,87,No,8,5,7,Yes,7,8,Medium,5,6,5,National University,18,Medium
2025/10/09 02:33:29 AM GMT+6,19,Male,2,45,Yes,7,5,7,No,5,6,High,8,6,3,Public University,13,Medium
2025/10/09 03:09:58 AM GMT+6,19,Male,4,41,Yes,9,5,9,No,1,7,Medium,6,2,6,Private University,17,Medium
2025/10/09 03:46:27 AM GMT+6,23,Female,3,89,Yes,9,2,5,No,5,7,Low,4,8,7,National University,17,Medium
2025/10/09 04:22:55 AM GMT+6,21,Male,7,87,No,4,8,4,Yes,2,1,High,3,6,7,Private University,10,Low
2025/10/09 04:59:24 AM GMT+6,24,Male,6,68,No,8,3,9,Yes,1,3,Medium,1,9,4,National University,-1,Low
2025/10/09 05:35:53 AM GMT+6,24,Female,3,95,Yes,9,8,4,Yes,4,6,High,4,2,5,National University,24,High
2025/10/09 06:12:22 AM GMT+6,21,Male,9,90,No,1,8,9,No,3,1,Low,8,7,5,Public University,2,Low
2025/10/09 06:48:51 AM GMT+6,20,Female,8,41,Yes,5,2,9,No,6,6,Medium,2,7,7,Private University,10,Low
2025/10/09 07:25:19 AM GMT+6,19,Female,2,60,No,1,8,8,Yes,7,2,Medium,3,3,3,Public University,8,Low
2025/10/09 08:01:48 AM GMT+6,23,Male,0,73,Yes,4,9,5,No,4,8,Medium,4,9,2,Private University,13,Medium
2025/10/09 08:38:17 AM GMT+6,22,Female,7,65,No,7,9,7,Yes,0,9,Medium,5,8,7,Public University,15,Medium
2025/10/09 09:14:46 AM GMT+6,22,Female,7,58,Yes,5,5,7,No,2,3,Low,2,3,6,Private University,11,Medium
2025/10/09 09:51:14 AM GMT+6,23,Female,9,82,No,4,4,4,No,3,3,Low,9,9,7,Public University,8,Low
2025/10/09 10:27:43 AM GMT+6,22,Male,6,48,Yes,5,4,5,Yes,1,8,Low,6,2,8,Public University,17,Medium
2025/10/09 11:04:12 AM GMT+6,23,Male,7,67,Yes,3,8,6,No,1,5,High,2,4,1,National University,8,Low
2025/10/09 11:40:41 AM GMT+6,22,Female,7,64,No,7,2,5,No,6,6,High,2,5,7,Private University,18,Medium
2025/10/09 12:17:10 PM GMT+6,23,Female,3,55,Yes,2,2,9,Yes,3,5,Medium,3,5,7,National University,3,Low
2025/10/09 12:53:38 PM GMT+6,21,Female,2,67,Yes,8,8,5,Yes,4,1,Low,7,4,4,National University,14,Medium
2025/10/09 01:30:07 PM GMT+6,24,Male,8,76,Yes,7,4,6,No,2,10,Medium,1,8,8,National University,17,Medium
2025/10/09 02:06:36 PM GMT+6,21,Female,5,48,Yes,8,2,7,Yes,4,2,Medium,6,5,8,Private University,10,Low
2025/10/09 02:43:05 PM GMT+6,23,Male,2,64,Yes,5,4,6,No,5,2,Low,4,4,5,Private University,11,Medium
2025/10/09 03:19:33 PM GMT+6,23,Female,0,54,Yes,7,2,7,No,0,6,Medium,9,5,2,National University,5,Low
2025/10/09 03:56:02 PM GMT+6,20,Male,0,95,Yes,6,4,4,No,4,9,Medium,1,1,1,Private University,19,Medium
2025/10/09 04:32:31 PM GMT+6,19,Male,9,88,Yes,6,4,6,Yes,0,3,Medium,2,1,2,Public University,6,Low
2025/10/09 05:09:00 PM GMT+6,23,Female,2,49,Yes,2,8,6,No,7,3,Medium,8,1,6,Public University,19,Medium
2025/10/09 05:45:29 PM GMT+6,19,Male,1,65,No,7,1,8,No,0,8,Low,3,7,3,Private University,4,Low
2025/10/09 06:21:57 PM GMT+6,24,Male,6,60,Yes,5,8,6,No,1,3,Medium,6,7,2,National University,6,Low
2025/10/09 06:58:26 PM GMT+6,22,Female,9,91,Yes,9,9,5,Yes,6,4,Low,5,8,8,Private University,21,High
2025/10/09 07:34:55 PM GMT+6,24,Male,5,68,No,6,9,6,Yes,3,7,High,4,3,9,National University,23,High
2025/10/09 08:11:24 PM GMT+6,20,Female,8,60,No,7,6,9,Yes,3,5,High,1,9,9,Public University,10,Low
2025/10/09 08:47:53 PM GMT+6,20,Male,1,52,No,4,2,4,No,3,6,Low,6,9,3,Private University,5,Low
2025/10/09 09:24:21 PM GMT+6,19,Female,4,68,Yes,6,7,9,Yes,4,5,Low,8,4,5,Public University,12,Medium
2025/10/09 10:00:50 PM GMT+6,24,Male,3,78,No,1,7,5,No,4,5,Medium,7,2,1,Public University,11,Medium
2025/10/09 10:37:19 PM GMT+6,24,Female,7,54,No,4,9,7,No,3,1,High,4,2,5,National University,13,Medium
2025/10/09 11:13:48 PM GMT+6,24,Female,3,96,Yes,3,6,9,Yes,1,5,High,6,5,4,National University,3,Low
2025/10/09 11:50:16 PM GMT+6,23,Male,5,53,Yes,1,8,6,Yes,3,4,Medium,5,2,5,National University,11,Medium
2025/10/10 12:26:45 AM GMT+6,22,Female,0,47,Yes,7,1,9,No,0,11,Low,1,1,5,Private University,14,Medium
2025/10/10 01:03:14 AM GMT+6,23,Female,9,45,Yes,3,8,8,No,4,8,Low,1,8,4,Private University,11,Medium
2025/10/10 01:39:43 AM GMT+6,21,Female,4,46,Yes,7,6,5,Yes,0,7,Low,3,3,8,Public University,18,Medium
2025/10/10 02:16:12 AM GMT+6,24,Female,6,97,No,6,8,7,No,4,4,Medium,1,7,6,Private University,14,Medium
2025/10/10 02:52:40 AM GMT+6,23,Female,2,49,No,8,6,6,No,2,6,Medium,6,1,2,Private University,17,Medium
2025/10/10 03:29:09 AM GMT+6,21,Male,8,71,Yes,5,5,4,Yes,5,11,Low,5,4,5,National University,21,High
2025/10/10 04:05:38 AM GMT+6,24,Male,4,69,No,4,6,7,Yes,6,7,Low,4,6,7,Private University,15,Medium
2025/10/10 04:42:07 AM GMT+6,21,Male,5,49,No,9,9,4,No,7,2,Medium,8,7,1,Public University,17,Medium
2025/10/10 05:18:35 AM GMT+6,19,Male,3,99,Yes,1,1,6,Yes,1,2,Low,6,8,9,National University,-2,Low
2025/10/10 05:55:04 AM GMT+6,21,Female,9,49,No,5,2,7,Yes,6,5,Low,9,2,9,Private University,16,Medium
2025/10/10 06:31:33 AM GMT+6,21,Female,9,42,Yes,3,8,6,No,5,7,High,1,5,1,Public University,13,Medium
2025/10/10 07:08:02 AM GMT+6,20,Male,3,47,Yes,5,9,8,Yes,7,4,High,3,6,7,Private University,16,Medium
2025/10/10 07:44:31 AM GMT+6,23,Male,2,59,No,2,7,7,No,7,1,Medium,4,7,6,Public University,9,Low
2025/10/10 08:20:59 AM GMT+6,23,Female,1,99,Yes,9,8,4,No,5,7,Medium,6,3,3,Private University,25,High
2025/10/10 08:57:28 AM GMT+6,24,Female,9,70,Yes,1,3,9,Yes,4,10,Low,4,5,3,Public University,5,Low
2025/10/10 09:33:57 AM GMT+6,24,Female,8,72,No,7,1,9,No,4,10,Medium,9,3,9,Private University,19,Medium
2025/10/10 10:10:26 AM GMT+6,20,Male,3,84,Yes,8,6,5,Yes,2,6,Low,6,2,6,National University,19,Medium
2025/10/10 10:46:54 AM GMT+6,22,Female,5,74,No,2,4,9,No,5,8,Medium,4,7,4,Private University,7,Low
2025/10/10 11:23:23 AM GMT+6,21,Female,7,51,Yes,6,7,9,No,3,8,Medium,7,7,5,National University,13,Medium
2025/10/10 11:59:52 AM GMT+6,22,Female,2,66,Yes,9,9,7,Yes,6,5,Medium,4,9,8,National University,19,Medium
2025/10/10 12:36:21 PM GMT+6,20,Female,9,88,No,6,5,9,No,5,9,Medium,3,9,6,National University,13,Medium
2025/10/10 01:12:50 PM GMT+6,21,Male,6,47,No,8,9,6,No,7,4,Medium,4,6,4,National University,20,Medium
2025/10/10 01:49:18 PM GMT+6,22,Female,4,96,No,2,8,5,No,0,2,Low,2,7,5,Private University,5,Low
2025/10/10 02:25:47 PM GMT+6,20,Female,2,94,Yes,2,4,7,No,5,1,Low,4,5,9,Private University,9,Low
2025/10/10 03:02:16 PM GMT+6,21,Male,6,75,No,8,4,7,No,1,9,High,4,4,5,Private University,16,Medium
2025/10/10 03:38:45 PM GMT+6,20,Male,0,86,No,6,2,7,No,2,10,Medium,6,4,3,Private University,12,Medium
2025/10/10 04:15:13 PM GMT+6,23,Male,8,75,Yes,5,3,4,No,5,4,Medium,1,3,9,Public University,19,Medium
2025/10/10 04:51:42 PM GMT+6,24,Male,2,47,Yes,2,6,4,No,4,9,Low,1,1,1,National University,17,Medium
2025/10/10 05:28:11 PM GMT+6,20,Male,9,58,Yes,6,5,5,Yes,1,7,Medium,2,4,2,Public University,10,Low
2025/10/10 06:04:40 PM GMT+6,24,Male,9,74,Yes,7,4,6,Yes,4,5,Medium,3,8,3,Private University,7,Low
2025/10/10 06:41:09 PM GMT+6,22,Male,4,80,No,5,5,6,No,5,6,Medium,3,4,9,Public University,20,Medium
2025/10/10 07:17:37 PM GMT+6,20,Male,0,46,Yes,5,5,6,No,7,9,Medium,7,3,5,National University,22,High
2025/10/10 07:54:06 PM GMT+6,23,Female,6,54,No,7,6,9,Yes,3,1,Medium,1,2,6,Private University,10,Low
2025/10/10 08:30:35 PM GMT+6,24,Male,8,92,Yes,9,4,7,No,0,3,Medium,3,1,4,Private University,12,Medium
2025/10/10 09:07:04 PM GMT+6,21,Male,2,74,No,1,5,4,Yes,2,9,High,5,6,7,National University,12,Medium
2025/10/10 09:43:32 PM GMT+6,19,Female,3,56,Yes,5,5,8,No,0,2,Medium,4,6,1,National University,-1,Low
2025/10/10 10:20:01 PM GMT+6,19,Female,8,84,Yes,2,9,7,Yes,2,9,High,3,3,6,National University,16,Medium
2025/10/10 10:56:30 PM GMT+6,20,Male,7,89,Yes,7,6,6,Yes,5,8,Medium,8,1,2,Public University,19,Medium
2025/10/10 11:32:59 PM GMT+6,24,Female,4,89,No,7,2,8,Yes,0,9,Medium,9,4,1,National University,5,Low
2025/10/11 12:09:28 AM GMT+6,20,Male,8,87,Yes,1,6,7,No,3,7,Low,1,1,9,Public University,18,Medium
2025/10/11 12:45:56 AM GMT+6,19,Male,2,40,Yes,3,2,9,Yes,1,11,Medium,8,8,6,Public University,4,Low
2025/10/11 01:22:25 AM GMT+6,19,Female,7,72,No,9,7,9,No,2,6,Medium,4,8,1,Private University,8,Low
2025/10/11 01:58:54 AM GMT+6,19,Male,9,72,Yes,1,3,4,No,3,11,High,1,7,5,Private University,12,Medium
2025/10/11 02:35:23 AM GMT+6,24,Female,3,99,Yes,3,1,6,Yes,5,7,Low,7,2,8,Private University,14,Medium
2025/10/11 03:11:52 AM GMT+6,23,Male,3,49,No,6,1,5,No,3,9,Medium,3,7,7,National University,14,Medium
2025/10/11 03:48:20 AM GMT+6,19,Female,9,97,Yes,9,9,5,Yes,5,8,Medium,4,1,2,Private University,25,High
2025/10/11 04:24:49 AM GMT+6,21,Female,6,42,No,4,7,5,No,1,8,Low,8,2,6,National University,19,Medium
